250 15547
2 90 17
2 91 10
2 92 1
2 93 8
2 95 14
2 96 4
2 97 3
2 100 5
2 101 15
2 102 18
2 103 20
2 104 19
2 116 8
2 117 8
2 120 10
2 123 18
2 125 18
2 131 3
2 134 16
2 137 15
2 140 19
2 141 9
2 143 13
2 144 4
2 145 4
2 146 19
2 148 13
2 151 13
2 153 19
2 154 19
2 156 18
2 158 5
2 161 12
2 163 1
2 164 14
2 166 3
2 170 19
2 171 4
2 172 1
2 173 5
2 177 1
2 180 14
2 182 11
2 184 19
2 185 17
2 188 15
2 190 7
2 192 10
2 194 12
2 197 19
2 200 5
2 202 11
2 204 2
2 206 15
2 207 4
2 211 6
2 213 5
2 215 7
2 216 9
2 217 12
2 218 13
2 222 7
2 224 14
2 226 5
2 227 14
2 228 3
2 229 6
2 231 12
2 237 6
2 238 6
2 239 2
2 240 15
2 241 3
2 242 16
2 244 11
2 246 13
2 248 19
2 249 1
3 9 12
3 10 14
3 13 16
3 15 1
3 16 3
3 17 15
3 19 14
3 20 2
3 22 20
3 27 20
3 28 15
3 29 18
3 30 7
3 33 17
3 34 1
3 35 2
3 36 20
3 37 9
3 41 12
3 42 7
3 45 16
3 46 8
3 54 2
3 58 6
3 59 17
3 62 5
3 64 11
3 65 6
3 66 18
3 69 13
3 70 1
3 72 6
3 73 2
3 74 5
3 76 20
3 78 18
3 79 10
3 82 1
3 85 13
3 86 8
3 89 13
3 90 3
3 91 18
3 92 19
3 97 8
3 99 13
3 101 5
3 103 17
3 105 13
3 106 8
3 109 6
3 110 9
3 111 11
3 112 14
3 113 1
3 115 11
3 118 16
3 119 18
3 121 13
3 122 6
3 123 15
3 125 18
3 128 8
3 129 11
3 132 3
3 133 10
3 134 20
3 135 13
3 142 5
3 143 9
3 145 20
3 147 13
3 149 12
3 150 7
3 156 9
3 157 3
3 159 4
3 160 18
3 162 5
3 164 4
3 166 1
3 168 2
3 169 16
3 170 5
3 172 12
3 174 4
3 175 12
3 179 19
3 180 5
3 181 3
3 185 5
3 188 19
3 190 18
3 193 3
3 201 3
3 205 15
3 207 13
3 208 16
3 209 13
3 211 6
3 214 18
3 216 10
3 218 2
3 219 3
3 220 4
3 221 14
3 222 9
3 224 8
3 225 7
3 226 10
3 230 17
3 232 12
3 237 4
3 238 11
3 241 7
3 242 3
3 243 3
3 244 11
3 246 2
4 5 3
4 7 19
4 8 16
4 13 14
4 15 14
4 16 18
4 18 13
4 21 12
4 22 11
4 23 13
4 24 13
4 25 1
4 26 7
4 27 12
4 30 5
4 33 13
4 35 5
4 38 5
4 39 15
4 40 16
4 41 3
4 42 16
4 46 16
4 47 2
4 51 15
4 53 3
4 55 17
4 57 9
4 60 19
4 61 18
4 68 20
4 71 9
4 74 4
4 75 6
4 78 5
4 79 8
4 81 12
4 83 1
4 84 18
4 86 7
4 88 4
4 91 11
4 93 3
4 96 4
4 97 20
4 101 13
4 102 13
4 104 13
4 106 9
4 107 3
4 111 13
4 112 4
4 113 17
4 114 12
4 115 4
4 117 3
4 119 13
4 120 1
4 122 16
4 123 2
4 126 6
4 127 8
4 129 8
4 132 16
4 133 10
4 134 12
4 137 3
4 138 6
4 142 6
4 143 7
4 147 15
4 148 7
4 152 19
4 155 5
4 157 20
4 162 8
4 163 12
4 164 20
4 165 13
4 166 14
4 167 11
4 168 20
4 170 11
4 172 20
4 177 17
4 178 4
4 179 4
4 180 20
4 181 11
4 183 14
4 184 7
4 185 7
4 186 19
4 187 10
4 188 18
4 189 9
4 190 17
4 191 6
4 192 17
4 195 10
4 196 15
4 197 19
4 198 17
4 200 17
4 201 16
4 204 16
4 205 7
4 206 7
4 208 17
4 211 20
4 212 12
4 214 11
4 215 17
4 216 2
4 217 6
4 218 12
4 219 20
4 220 15
4 222 8
4 228 10
4 232 9
4 234 19
4 235 2
4 238 2
4 239 8
4 240 1
4 241 15
4 243 13
4 244 5
4 247 1
5 10 2
5 11 7
5 14 10
5 16 13
5 18 20
5 19 12
5 25 13
5 26 17
5 27 5
5 28 15
5 29 13
5 38 8
5 40 4
5 41 11
5 43 15
5 46 6
5 47 8
5 48 12
5 49 6
5 50 11
5 53 8
5 54 16
5 55 2
5 56 3
5 58 15
5 59 14
5 60 1
5 61 13
5 62 14
5 64 2
5 68 1
5 70 9
5 71 17
5 76 15
5 77 10
5 78 18
5 80 19
5 84 8
5 85 15
5 87 5
5 95 5
5 98 14
5 100 7
5 101 14
5 102 11
5 103 1
5 106 5
5 108 7
5 111 18
5 112 6
5 113 12
5 117 11
5 118 3
5 119 4
5 120 16
5 124 15
5 125 9
5 130 6
5 133 13
5 134 16
5 137 6
5 140 2
5 142 9
5 143 13
5 144 18
5 147 7
5 148 11
5 149 5
5 152 9
5 153 10
5 154 11
5 155 18
5 158 20
5 164 3
5 166 8
5 168 6
5 170 5
5 172 3
5 173 19
5 174 5
5 176 5
5 177 2
5 178 12
5 179 4
5 181 9
5 182 2
5 189 6
5 190 11
5 192 20
5 194 10
5 196 14
5 199 7
5 200 10
5 202 13
5 205 20
5 207 5
5 208 8
5 209 12
5 213 13
5 216 2
5 217 7
5 220 15
5 221 19
5 222 8
5 226 10
5 228 6
5 229 9
5 230 4
5 234 8
5 235 10
5 237 5
5 240 9
5 241 2
5 244 7
5 246 5
5 248 7
6 9 4
6 11 14
6 12 8
6 13 19
6 14 9
6 17 9
6 18 11
6 22 15
6 26 15
6 27 2
6 28 17
6 29 1
6 37 16
6 43 11
6 45 12
6 47 15
6 52 10
6 55 4
6 57 8
6 58 17
6 60 19
6 62 20
6 63 7
6 65 15
6 66 4
6 68 1
6 69 5
6 70 1
6 71 8
6 76 14
6 80 18
6 81 6
6 82 9
6 84 20
6 85 16
6 90 7
6 92 11
6 93 1
6 97 15
6 99 5
6 100 17
6 101 19
6 107 15
6 112 5
6 116 14
6 119 13
6 121 7
6 122 17
6 125 11
6 126 7
6 128 3
6 129 18
6 130 3
6 131 13
6 132 1
6 135 11
6 136 14
6 140 8
6 142 18
6 144 16
6 145 6
6 146 9
6 147 8
6 148 1
6 149 19
6 154 14
6 155 13
6 157 19
6 161 15
6 163 17
6 164 11
6 167 18
6 168 12
6 169 8
6 170 6
6 171 8
6 172 10
6 173 4
6 174 6
6 178 6
6 182 2
6 183 7
6 188 4
6 189 13
6 190 1
6 191 2
6 194 12
6 196 9
6 197 17
6 198 14
6 199 19
6 200 20
6 202 5
6 205 13
6 206 3
6 211 9
6 212 1
6 213 15
6 218 16
6 219 5
6 223 20
6 224 13
6 225 11
6 226 10
6 227 10
6 228 6
6 230 13
6 232 2
6 233 11
6 234 6
6 236 13
6 240 17
6 241 7
6 243 6
6 244 17
6 245 6
6 248 8
6 249 8
7 8 11
7 11 16
7 12 6
7 13 6
7 16 9
7 17 7
7 18 13
7 19 8
7 20 16
7 21 9
7 22 1
7 26 6
7 29 9
7 30 17
7 32 7
7 34 4
7 35 6
7 40 7
7 41 15
7 44 9
7 45 3
7 46 3
7 47 4
7 49 9
7 52 6
7 53 18
7 56 16
7 57 19
7 59 15
7 63 12
7 65 12
7 68 16
7 69 15
7 71 19
7 72 1
7 75 4
7 76 5
7 77 16
7 80 13
7 81 9
7 85 18
7 87 1
7 91 13
7 95 20
7 101 18
7 105 13
7 107 17
7 109 18
7 110 3
7 112 3
7 114 4
7 116 18
7 118 8
7 122 5
7 124 2
7 125 13
7 126 13
7 127 19
7 130 14
7 132 2
7 134 17
7 135 12
7 137 13
7 140 7
7 143 17
7 145 14
7 149 11
7 150 4
7 151 2
7 153 9
7 154 4
7 155 9
7 156 16
7 159 12
7 161 3
7 162 11
7 164 17
7 165 3
7 166 8
7 167 19
7 168 15
7 169 2
7 170 11
7 172 16
7 175 1
7 176 7
7 178 6
7 181 3
7 182 6
7 183 3
7 186 9
7 187 13
7 188 10
7 191 19
7 192 2
7 195 4
7 196 19
7 197 14
7 200 17
7 204 13
7 207 8
7 210 19
7 211 1
7 212 3
7 213 2
7 214 3
7 215 7
7 219 2
7 220 12
7 221 14
7 225 13
7 227 2
7 232 12
7 237 10
7 239 19
7 241 4
7 243 12
7 245 20
7 246 18
8 11 4
8 12 6
8 14 10
8 22 16
8 23 11
8 24 19
8 26 8
8 28 13
8 30 19
8 33 12
8 34 6
8 38 11
8 40 14
8 43 16
8 45 3
8 47 8
8 48 8
8 49 16
8 51 6
8 53 6
8 56 16
8 59 3
8 60 9
8 62 3
8 63 8
8 64 10
8 67 8
8 68 9
8 71 17
8 73 10
8 76 5
8 77 5
8 78 13
8 79 4
8 81 11
8 82 20
8 84 8
8 85 8
8 87 6
8 88 19
8 89 3
8 90 1
8 93 19
8 96 11
8 97 11
8 98 8
8 99 1
8 101 16
8 106 9
8 109 2
8 110 4
8 111 8
8 114 19
8 118 1
8 119 13
8 121 12
8 123 8
8 124 6
8 128 16
8 131 8
8 132 18
8 134 15
8 136 20
8 137 13
8 140 1
8 141 8
8 146 17
8 147 13
8 148 9
8 149 3
8 150 13
8 151 11
8 152 5
8 153 11
8 157 13
8 158 14
8 159 12
8 164 10
8 165 18
8 168 5
8 169 10
8 171 9
8 172 7
8 173 1
8 179 11
8 181 15
8 183 2
8 185 14
8 186 8
8 188 9
8 189 17
8 190 15
8 192 6
8 193 20
8 194 13
8 195 17
8 197 17
8 199 11
8 201 3
8 202 13
8 203 8
8 204 19
8 205 3
8 210 10
8 211 5
8 212 14
8 213 13
8 217 1
8 218 11
8 219 9
8 222 16
8 223 3
8 224 18
8 225 14
8 226 14
8 227 16
8 228 6
8 234 11
8 235 1
8 236 8
8 237 5
8 242 10
8 245 5
8 248 10
8 249 17
9 10 12
9 11 17
9 12 1
9 14 4
9 16 11
9 17 15
9 18 12
9 19 6
9 20 19
9 21 3
9 22 17
9 24 2
9 26 4
9 27 1
9 30 13
9 32 20
9 33 13
9 35 4
9 37 14
9 41 7
9 43 8
9 45 9
9 47 13
9 48 11
9 50 8
9 51 16
9 52 12
9 53 6
9 55 17
9 57 2
9 58 6
9 61 8
9 63 8
9 65 3
9 66 17
9 68 12
9 70 3
9 71 20
9 72 7
9 73 20
9 76 12
9 78 20
9 79 2
9 80 10
9 84 19
9 86 5
9 89 18
9 90 6
9 92 11
9 95 11
9 96 18
9 98 9
9 102 17
9 105 12
9 108 3
9 110 17
9 114 9
9 115 16
9 117 2
9 119 6
9 121 11
9 126 1
9 128 12
9 131 2
9 133 18
9 135 8
9 139 5
9 141 8
9 142 9
9 145 20
9 147 6
9 148 12
9 149 18
9 151 14
9 154 8
9 155 10
9 159 3
9 160 4
9 162 6
9 166 4
9 167 20
9 168 11
9 169 4
9 170 4
9 171 2
9 173 8
9 174 9
9 176 19
9 177 16
9 179 19
9 180 18
9 181 14
9 182 16
9 186 6
9 188 15
9 189 3
9 197 1
9 200 14
9 201 6
9 210 8
9 213 18
9 214 14
9 217 3
9 220 16
9 221 20
9 225 19
9 226 18
9 227 8
9 229 14
9 230 10
9 231 17
9 233 10
9 234 6
9 236 13
9 237 13
9 238 12
9 239 10
9 241 1
9 242 12
9 244 20
9 246 19
9 249 7
10 11 14
10 12 11
10 14 1
10 15 7
10 17 10
10 18 4
10 20 11
10 21 12
10 23 6
10 24 3
10 26 17
10 28 18
10 32 2
10 33 13
10 34 17
10 35 14
10 36 7
10 37 12
10 40 9
10 41 1
10 42 15
10 43 3
10 44 19
10 51 17
10 52 10
10 53 2
10 54 1
10 55 11
10 57 1
10 63 12
10 64 4
10 66 20
10 70 11
10 72 12
10 73 12
10 78 11
10 79 14
10 86 14
10 89 6
10 90 1
10 94 19
10 95 12
10 96 10
10 105 6
10 108 18
10 110 17
10 111 18
10 115 15
10 118 11
10 123 6
10 124 19
10 125 20
10 126 16
10 129 19
10 131 2
10 136 8
10 137 5
10 139 8
10 141 14
10 143 1
10 144 17
10 145 16
10 149 2
10 152 12
10 153 13
10 156 8
10 157 12
10 158 14
10 160 19
10 162 6
10 165 6
10 174 17
10 176 8
10 179 19
10 181 7
10 182 9
10 183 13
10 184 1
10 185 6
10 186 19
10 188 1
10 189 8
10 192 11
10 193 6
10 195 8
10 196 2
10 197 6
10 199 11
10 203 10
10 204 4
10 205 14
10 206 6
10 207 9
10 208 18
10 215 8
10 219 15
10 222 19
10 225 4
10 227 19
10 235 9
10 237 6
10 238 8
10 239 18
10 243 11
10 245 15
10 247 17
11 12 8
11 13 5
11 14 15
11 15 13
11 16 13
11 21 9
11 22 3
11 23 2
11 25 5
11 26 9
11 28 2
11 32 9
11 35 14
11 37 9
11 40 1
11 41 7
11 42 7
11 44 3
11 46 19
11 47 17
11 48 2
11 50 14
11 51 11
11 52 5
11 53 15
11 56 8
11 57 18
11 58 18
11 60 10
11 66 10
11 68 7
11 71 17
11 72 14
11 77 8
11 78 1
11 79 9
11 82 19
11 84 8
11 85 16
11 86 8
11 88 5
11 94 3
11 95 13
11 96 12
11 99 6
11 101 15
11 102 10
11 106 17
11 107 15
11 108 8
11 112 2
11 114 15
11 119 3
11 122 7
11 123 11
11 124 8
11 125 6
11 126 17
11 129 1
11 131 7
11 133 16
11 135 6
11 136 5
11 137 2
11 138 19
11 139 7
11 142 10
11 144 2
11 150 8
11 151 20
11 152 4
11 154 8
11 158 20
11 159 8
11 160 17
11 164 1
11 165 11
11 166 15
11 168 10
11 169 15
11 170 7
11 171 7
11 172 19
11 176 12
11 177 17
11 178 15
11 179 16
11 180 19
11 181 7
11 182 5
11 183 11
11 186 14
11 187 5
11 188 19
11 189 20
11 190 1
11 196 17
11 197 11
11 198 2
11 200 14
11 201 9
11 202 4
11 206 1
11 207 8
11 213 19
11 216 19
11 218 3
11 221 4
11 222 17
11 225 18
11 228 10
11 229 15
11 230 3
11 234 20
11 235 10
11 237 9
11 241 14
11 243 1
11 244 18
11 245 6
11 246 12
11 247 2
12 13 10
12 18 17
12 19 20
12 24 11
12 25 17
12 26 18
12 29 10
12 36 10
12 38 12
12 42 17
12 45 2
12 49 5
12 50 4
12 52 6
12 54 13
12 56 5
12 57 18
12 58 15
12 59 7
12 60 17
12 61 11
12 62 12
12 63 9
12 64 7
12 67 5
12 69 5
12 72 20
12 75 12
12 76 18
12 82 10
12 84 5
12 86 1
12 87 13
12 88 20
12 90 19
12 92 4
12 93 13
12 94 13
12 96 6
12 97 17
12 99 7
12 100 18
12 102 15
12 104 8
12 106 3
12 107 12
12 108 2
12 109 1
12 110 18
12 112 11
12 116 6
12 117 2
12 126 9
12 128 14
12 129 18
12 133 13
12 134 15
12 135 8
12 141 19
12 142 1
12 143 13
12 144 18
12 146 15
12 147 20
12 148 10
12 149 10
12 151 6
12 152 5
12 153 18
12 156 12
12 158 20
12 159 20
12 160 11
12 161 2
12 163 19
12 167 6
12 169 2
12 170 4
12 171 17
12 174 19
12 175 12
12 177 12
12 179 17
12 183 12
12 185 12
12 187 16
12 188 3
12 190 4
12 191 1
12 193 20
12 195 10
12 198 12
12 201 2
12 204 17
12 206 11
12 207 6
12 215 8
12 216 15
12 217 9
12 218 19
12 220 16
12 224 4
12 225 11
12 227 20
12 229 9
12 230 11
12 235 4
12 236 8
12 237 19
12 238 16
12 239 7
12 241 13
12 242 13
12 243 18
12 245 2
13 15 19
13 18 17
13 20 2
13 21 6
13 23 13
13 24 9
13 25 8
13 28 12
13 29 5
13 30 1
13 31 3
13 34 4
13 36 6
13 37 8
13 39 2
13 40 6
13 43 12
13 44 10
13 46 20
13 50 12
13 54 19
13 55 16
13 56 20
13 58 11
13 62 19
13 63 20
13 64 19
13 68 2
13 78 7
13 79 10
13 80 13
13 84 3
13 86 19
13 87 2
13 88 7
13 90 18
13 91 20
13 92 12
13 93 14
13 95 13
13 96 18
13 97 3
13 98 11
13 99 13
13 100 3
13 101 5
13 109 3
13 114 3
13 115 16
13 117 6
13 118 11
13 119 5
13 120 2
13 122 6
13 123 14
13 124 15
13 125 8
13 126 14
13 128 11
13 129 3
13 130 12
13 131 8
13 133 11
13 134 16
13 135 10
13 137 12
13 142 1
13 145 3
13 146 6
13 150 8
13 151 17
13 153 15
13 154 8
13 157 10
13 158 6
13 159 14
13 160 4
13 162 3
13 163 10
13 167 9
13 168 11
13 169 1
13 170 9
13 171 7
13 172 19
13 173 16
13 176 13
13 177 11
13 182 12
13 188 12
13 190 6
13 191 15
13 192 14
13 194 10
13 198 13
13 199 8
13 200 1
13 203 3
13 204 15
13 205 10
13 210 8
13 211 17
13 214 3
13 218 10
13 220 5
13 221 17
13 222 19
13 223 19
13 224 20
13 225 12
13 229 14
13 232 11
13 233 2
13 236 16
13 237 18
13 238 19
13 239 8
13 242 3
13 243 14
13 244 7
13 245 6
13 248 6
14 17 18
14 18 10
14 19 12
14 21 6
14 23 2
14 24 11
14 25 2
14 26 10
14 27 7
14 31 16
14 32 11
14 33 15
14 34 18
14 38 12
14 39 1
14 41 11
14 42 12
14 43 19
14 47 4
14 48 12
14 52 16
14 53 14
14 56 12
14 57 10
14 58 3
14 62 15
14 63 12
14 67 15
14 69 11
14 70 19
14 71 6
14 73 3
14 75 1
14 76 4
14 78 17
14 79 10
14 80 9
14 82 3
14 83 8
14 84 6
14 86 15
14 87 8
14 89 12
14 90 20
14 92 16
14 95 14
14 98 19
14 100 4
14 103 4
14 110 5
14 112 2
14 113 9
14 114 15
14 117 15
14 118 16
14 120 4
14 121 14
14 123 14
14 127 1
14 133 1
14 137 9
14 140 8
14 141 7
14 142 13
14 143 20
14 145 12
14 149 15
14 151 17
14 152 5
14 153 18
14 154 14
14 155 8
14 157 18
14 158 1
14 159 12
14 160 11
14 161 4
14 162 16
14 163 19
14 164 15
14 166 9
14 167 15
14 168 5
14 169 8
14 170 13
14 173 8
14 174 14
14 179 9
14 180 18
14 181 19
14 183 20
14 185 20
14 186 19
14 189 17
14 190 12
14 191 6
14 194 10
14 196 18
14 198 19
14 200 10
14 202 16
14 204 18
14 205 13
14 207 6
14 208 8
14 210 12
14 213 1
14 217 20
14 221 12
14 223 13
14 224 17
14 225 11
14 230 6
14 232 4
14 234 6
14 235 8
14 236 1
14 239 11
14 240 11
14 241 8
14 243 12
14 245 7
14 248 12
14 249 7
15 16 4
15 18 12
15 22 1
15 24 14
15 25 19
15 26 9
15 27 11
15 28 5
15 29 6
15 30 9
15 32 15
15 34 15
15 38 17
15 39 14
15 41 18
15 43 1
15 44 20
15 46 16
15 48 4
15 49 19
15 50 3
15 51 4
15 52 16
15 54 19
15 56 6
15 58 19
15 63 3
15 64 17
15 67 3
15 68 10
15 70 16
15 71 8
15 72 15
15 73 16
15 74 9
15 76 3
15 82 3
15 86 19
15 94 5
15 96 1
15 97 3
15 98 2
15 100 18
15 102 16
15 103 20
15 109 6
15 110 18
15 111 3
15 114 9
15 115 2
15 116 6
15 117 4
15 118 1
15 120 12
15 123 9
15 124 2
15 125 14
15 128 3
15 130 8
15 131 13
15 132 18
15 133 14
15 134 4
15 136 15
15 138 17
15 140 9
15 141 15
15 142 18
15 143 17
15 145 6
15 149 6
15 152 7
15 154 8
15 157 13
15 158 17
15 161 20
15 162 19
15 163 19
15 166 20
15 167 4
15 168 4
15 169 4
15 171 16
15 172 11
15 173 10
15 174 18
15 176 7
15 177 8
15 179 8
15 180 5
15 182 19
15 184 3
15 186 2
15 187 6
15 188 9
15 189 20
15 190 9
15 196 18
15 197 9
15 198 19
15 199 8
15 200 9
15 201 5
15 202 12
15 203 20
15 205 10
15 206 13
15 207 18
15 209 15
15 210 2
15 212 15
15 214 1
15 216 10
15 217 8
15 221 5
15 222 9
15 223 20
15 224 11
15 225 6
15 228 9
15 229 13
15 231 11
15 234 3
15 235 8
15 237 1
15 238 12
15 240 9
15 242 20
15 243 6
15 244 4
15 245 13
15 247 1
15 248 12
16 18 14
16 20 8
16 21 19
16 23 5
16 25 4
16 26 14
16 27 19
16 28 19
16 36 7
16 37 17
16 38 5
16 39 14
16 41 4
16 42 17
16 43 20
16 44 4
16 45 18
16 47 11
16 49 14
16 50 15
16 52 6
16 53 14
16 54 19
16 58 1
16 60 17
16 61 20
16 63 3
16 70 13
16 71 14
16 73 9
16 76 1
16 77 17
16 79 9
16 83 6
16 86 2
16 87 5
16 88 14
16 92 14
16 93 16
16 94 17
16 95 11
16 96 4
16 97 12
16 98 18
16 99 14
16 100 3
16 102 17
16 103 17
16 105 16
16 107 9
16 108 7
16 109 19
16 111 3
16 112 12
16 114 20
16 116 15
16 117 11
16 119 16
16 122 6
16 123 18
16 124 18
16 126 19
16 127 14
16 128 14
16 130 14
16 131 8
16 133 8
16 134 15
16 137 18
16 138 16
16 139 14
16 140 13
16 141 12
16 143 5
16 145 13
16 146 7
16 147 16
16 148 14
16 154 18
16 155 8
16 156 13
16 157 5
16 158 4
16 159 12
16 160 20
16 161 18
16 163 11
16 165 10
16 166 20
16 167 19
16 168 14
16 169 18
16 170 17
16 171 19
16 176 5
16 178 19
16 180 13
16 183 16
16 184 10
16 188 20
16 189 16
16 191 14
16 194 12
16 195 14
16 198 8
16 199 8
16 200 9
16 201 12
16 204 15
16 205 10
16 207 15
16 209 4
16 210 18
16 214 3
16 215 18
16 216 4
16 220 9
16 221 16
16 222 18
16 225 17
16 228 14
16 233 12
16 237 1
16 238 19
16 239 16
16 240 9
16 241 7
16 242 17
16 245 4
16 247 12
16 248 10
17 18 4
17 19 3
17 20 9
17 22 7
17 23 16
17 24 8
17 26 6
17 27 6
17 28 7
17 30 16
17 31 14
17 33 4
17 35 16
17 36 2
17 37 20
17 38 12
17 39 15
17 40 9
17 41 1
17 42 9
17 44 6
17 45 14
17 51 4
17 54 5
17 55 17
17 58 9
17 60 11
17 66 9
17 69 3
17 70 1
17 71 12
17 73 3
17 74 2
17 77 19
17 80 1
17 81 9
17 84 7
17 88 2
17 89 1
17 91 16
17 93 7
17 96 3
17 98 20
17 99 9
17 100 10
17 104 13
17 105 10
17 107 9
17 110 1
17 112 6
17 113 15
17 114 13
17 117 3
17 118 12
17 120 19
17 121 6
17 122 5
17 124 3
17 129 10
17 131 20
17 134 2
17 136 2
17 137 8
17 138 15
17 139 15
17 140 4
17 141 12
17 142 6
17 144 9
17 147 1
17 149 5
17 150 12
17 151 3
17 156 8
17 157 6
17 158 10
17 160 17
17 161 18
17 162 8
17 167 10
17 169 15
17 171 10
17 175 20
17 176 17
17 177 12
17 179 18
17 181 4
17 182 14
17 183 19
17 184 19
17 186 5
17 188 11
17 189 4
17 190 20
17 194 18
17 201 7
17 202 6
17 203 9
17 204 2
17 205 10
17 211 7
17 212 2
17 216 4
17 218 5
17 219 17
17 223 12
17 225 12
17 226 10
17 227 4
17 231 17
17 233 2
17 234 2
17 235 14
17 236 11
17 237 11
17 239 9
17 244 9
17 245 12
17 246 17
18 19 5
18 20 17
18 24 5
18 30 11
18 31 6
18 34 20
18 37 20
18 38 18
18 39 1
18 40 16
18 42 20
18 43 6
18 46 4
18 48 4
18 50 19
18 57 2
18 59 3
18 60 2
18 61 18
18 62 4
18 64 13
18 65 19
18 71 9
18 72 5
18 75 9
18 76 13
18 78 5
18 79 3
18 81 20
18 84 5
18 86 5
18 87 4
18 90 20
18 92 1
18 95 10
18 96 4
18 99 6
18 100 14
18 101 10
18 102 16
18 105 8
18 106 7
18 107 5
18 109 18
18 111 17
18 112 12
18 115 7
18 116 4
18 117 5
18 118 7
18 119 16
18 121 13
18 122 4
18 124 13
18 125 5
18 126 3
18 131 16
18 132 15
18 133 6
18 134 7
18 135 8
18 136 6
18 138 2
18 142 2
18 152 6
18 153 4
18 154 18
18 155 18
18 157 4
18 158 20
18 160 19
18 162 13
18 163 5
18 165 6
18 166 12
18 169 18
18 170 10
18 172 6
18 174 11
18 177 14
18 178 11
18 181 15
18 185 7
18 188 19
18 189 12
18 190 12
18 191 12
18 193 11
18 194 15
18 195 11
18 196 11
18 198 3
18 199 3
18 200 2
18 201 9
18 202 14
18 207 6
18 208 13
18 209 4
18 212 5
18 213 17
18 214 18
18 216 12
18 219 9
18 220 4
18 221 1
18 222 10
18 226 9
18 227 13
18 229 13
18 231 1
18 233 17
18 237 7
18 238 2
18 239 12
18 243 10
18 245 8
18 246 8
18 249 2
