1000 249289
2 141 3
2 142 17
2 143 16
2 146 3
2 148 18
2 152 8
2 153 2
2 154 6
2 155 4
2 157 3
2 159 3
2 165 11
2 166 19
2 167 16
2 174 7
2 176 16
2 178 15
2 179 11
2 180 13
2 183 16
2 188 7
2 191 20
2 192 13
2 194 14
2 195 19
2 197 7
2 198 8
2 199 10
2 203 12
2 205 17
2 206 3
2 207 8
2 208 1
2 209 19
2 211 3
2 212 1
2 213 19
2 216 17
2 220 5
2 221 10
2 222 18
2 223 5
2 224 12
2 228 8
2 229 4
2 230 15
2 231 10
2 233 8
2 234 17
2 243 14
2 244 12
2 245 20
2 246 6
2 247 8
2 248 7
2 249 20
2 250 11
2 251 6
2 252 14
2 253 19
2 255 8
2 256 5
2 257 7
2 259 14
2 262 10
2 263 17
2 266 1
2 267 14
2 268 15
2 270 6
2 273 8
2 275 17
2 276 18
2 283 8
2 287 7
2 288 7
2 292 9
2 294 1
2 298 1
2 300 1
2 301 4
2 302 17
2 303 8
2 306 14
2 307 20
2 308 1
2 313 2
2 314 4
2 317 12
2 318 10
2 319 12
2 321 15
2 322 12
2 325 4
2 327 4
2 328 17
2 330 4
2 331 7
2 334 19
2 335 18
2 338 5
2 340 12
2 342 11
2 343 7
2 345 3
2 346 15
2 347 1
2 348 18
2 350 15
2 351 19
2 353 19
2 356 5
2 357 13
2 359 8
2 360 10
2 362 16
2 364 1
2 365 17
2 367 4
2 370 9
2 374 1
2 375 4
2 377 6
2 382 7
2 384 17
2 385 8
2 387 12
2 388 17
2 389 2
2 390 15
2 391 17
2 393 3
2 394 13
2 395 1
2 397 16
2 402 12
2 404 1
2 407 5
2 411 19
2 412 19
2 413 7
2 414 4
2 415 16
2 416 13
2 419 11
2 421 3
2 424 4
2 425 13
2 427 17
2 429 14
2 430 19
2 432 14
2 440 11
2 443 19
2 444 15
2 448 4
2 449 19
2 451 2
2 454 3
2 455 18
2 458 10
2 459 14
2 460 10
2 467 9
2 472 9
2 473 19
2 478 11
2 483 4
2 485 12
2 486 18
2 487 13
2 488 13
2 489 20
2 490 17
2 496 2
2 500 19
2 501 18
2 503 19
2 505 20
2 510 11
2 512 20
2 514 16
2 517 11
2 518 12
2 520 2
2 521 12
2 522 17
2 523 16
2 524 11
2 525 12
2 527 19
2 530 19
2 532 20
2 533 16
2 534 9
2 535 6
2 539 15
2 540 10
2 542 16
2 543 2
2 544 17
2 557 17
2 558 1
2 559 15
2 561 5
2 562 19
2 563 11
2 565 12
2 567 12
2 569 20
2 571 4
2 578 9
2 581 15
2 582 9
2 583 12
2 585 4
2 586 16
2 588 18
2 589 6
2 591 12
2 594 19
2 600 14
2 602 17
2 603 19
2 605 4
2 606 13
2 607 17
2 609 7
2 610 11
2 611 16
2 612 4
2 613 13
2 614 9
2 615 9
2 616 19
2 617 8
2 618 11
2 620 18
2 623 19
2 626 7
2 627 16
2 628 12
2 630 8
2 632 2
2 634 5
2 635 20
2 639 9
2 640 6
2 642 1
2 643 15
2 645 2
2 649 1
2 650 16
2 652 2
2 653 18
2 655 19
2 656 6
2 657 11
2 659 11
2 661 16
2 665 2
2 666 16
2 669 20
2 671 1
2 672 17
2 678 12
2 679 9
2 681 4
2 682 8
2 684 17
2 686 7
2 687 18
2 688 14
2 690 11
2 691 19
2 694 18
2 696 10
2 697 19
2 698 18
2 699 16
2 702 1
2 704 5
2 706 18
2 709 3
2 710 3
2 713 8
2 714 7
2 719 17
2 721 8
2 722 15
2 723 20
2 724 12
2 725 19
2 730 13
2 731 1
2 735 20
2 737 12
2 739 20
2 740 6
2 742 13
2 743 20
2 744 15
2 746 10
2 750 17
2 752 4
2 753 1
2 754 1
2 756 8
2 759 16
2 760 5
2 761 10
2 766 17
2 768 1
2 770 16
2 771 5
2 772 3
2 773 9
2 774 17
2 776 2
2 777 11
2 779 13
2 780 18
2 781 16
2 783 17
2 784 19
2 785 2
2 792 2
2 793 6
2 795 8
2 796 17
2 798 7
2 802 15
2 806 14
2 808 7
2 809 13
2 810 5
2 811 9
2 813 8
2 814 2
2 815 3
2 817 15
2 818 2
2 819 8
2 822 17
2 823 5
2 824 3
2 826 20
2 829 15
2 831 18
2 832 2
2 833 10
2 834 15
2 835 3
2 837 1
2 838 9
2 842 12
2 844 15
2 847 3
2 849 1
2 851 8
2 852 8
2 854 9
2 856 3
2 859 5
2 860 14
2 862 14
2 865 5
2 867 4
2 872 8
2 874 2
2 875 3
2 876 5
2 877 12
2 879 18
2 880 14
2 881 13
2 883 18
2 884 7
2 886 1
2 887 17
2 889 18
2 894 10
2 895 2
2 896 9
2 897 20
2 898 4
2 899 20
2 900 17
2 906 4
2 908 1
2 912 7
2 913 17
2 914 17
2 915 20
2 917 14
2 918 20
2 919 3
2 923 18
2 924 4
2 925 18
2 926 12
2 927 8
2 929 2
2 933 3
2 934 17
2 935 5
2 936 7
2 937 5
2 939 11
2 941 13
2 945 18
2 946 12
2 949 4
2 950 14
2 951 11
2 953 10
2 954 4
2 955 5
2 957 17
2 958 20
2 959 20
2 960 7
2 961 5
2 964 15
2 965 10
2 966 14
2 967 4
2 968 12
2 969 9
2 970 7
2 972 3
2 977 10
2 980 11
2 981 1
2 982 15
2 986 14
2 990 19
2 991 16
2 996 3
2 997 13
2 998 19
3 4 13
3 6 10
3 13 11
3 14 1
3 16 6
3 17 17
3 18 6
3 21 11
3 22 6
3 25 9
3 29 4
3 32 15
3 37 19
3 39 14
3 41 17
3 46 10
3 48 10
3 49 9
3 50 15
3 52 20
3 54 15
3 55 20
3 59 4
3 62 14
3 63 2
3 65 1
3 74 16
3 75 19
3 76 1
3 77 8
3 78 19
3 80 12
3 85 16
3 88 5
3 89 6
3 90 10
3 92 4
3 94 4
3 95 13
3 101 20
3 109 6
3 111 5
3 114 19
3 118 7
3 120 3
3 122 8
3 123 4
3 126 6
3 129 1
3 131 11
3 133 16
3 135 19
3 138 3
3 140 10
3 141 13
3 142 18
3 147 19
3 149 7
3 152 11
3 153 2
3 154 13
3 157 13
3 159 5
3 160 7
3 169 1
3 171 10
3 172 10
3 173 1
3 174 9
3 176 18
3 180 19
3 181 12
3 183 18
3 184 20
3 186 9
3 189 11
3 190 8
3 192 18
3 193 14
3 195 18
3 197 3
3 199 20
3 201 11
3 203 19
3 204 3
3 206 10
3 207 7
3 208 10
3 209 11
3 210 4
3 211 11
3 213 19
3 217 1
3 220 19
3 223 13
3 225 6
3 226 4
3 227 2
3 228 14
3 229 11
3 231 10
3 235 5
3 237 20
3 238 14
3 240 1
3 246 5
3 247 5
3 250 9
3 251 16
3 252 12
3 257 4
3 260 2
3 265 9
3 266 13
3 268 1
3 269 18
3 271 13
3 272 10
3 274 19
3 276 17
3 278 2
3 279 6
3 280 15
3 281 18
3 286 16
3 288 2
3 290 18
3 291 5
3 294 4
3 295 4
3 296 14
3 297 17
3 298 18
3 302 16
3 303 3
3 304 14
3 305 20
3 306 6
3 307 8
3 308 18
3 309 9
3 310 10
3 311 5
3 314 10
3 316 16
3 319 7
3 320 12
3 322 8
3 325 14
3 326 11
3 328 10
3 330 19
3 333 1
3 337 16
3 342 2
3 343 12
3 344 20
3 345 17
3 349 11
3 350 4
3 352 4
3 353 8
3 354 10
3 359 2
3 364 9
3 366 8
3 368 17
3 369 17
3 370 4
3 373 13
3 374 12
3 375 20
3 377 12
3 381 19
3 382 11
3 384 18
3 385 14
3 387 9
3 391 14
3 396 19
3 397 10
3 400 1
3 402 17
3 403 6
3 404 16
3 406 11
3 409 6
3 412 19
3 413 16
3 414 10
3 415 15
3 416 11
3 417 1
3 420 19
3 423 14
3 424 8
3 425 2
3 426 1
3 427 11
3 428 7
3 429 15
3 430 11
3 431 15
3 433 5
3 437 9
3 439 1
3 440 11
3 441 3
3 442 12
3 443 20
3 444 10
3 448 2
3 449 8
3 451 3
3 452 4
3 453 5
3 456 15
3 462 14
3 464 14
3 468 8
3 470 8
3 473 13
3 475 14
3 476 11
3 479 9
3 482 7
3 483 5
3 484 20
3 485 14
3 487 16
3 488 18
3 489 19
3 491 14
3 494 6
3 495 9
3 496 18
3 497 8
3 498 3
3 499 3
3 500 3
3 503 12
3 505 15
3 507 14
3 508 6
3 510 6
3 511 5
3 513 6
3 518 10
3 519 11
3 522 18
3 524 1
3 525 1
3 526 1
3 528 20
3 530 2
3 532 2
3 539 10
3 540 15
3 543 16
3 546 5
3 548 7
3 552 16
3 554 8
3 560 4
3 561 5
3 564 5
3 566 3
3 569 15
3 571 4
3 572 9
3 574 16
3 575 2
3 578 16
3 580 16
3 582 6
3 583 14
3 585 17
3 586 4
3 589 20
3 591 6
3 592 2
3 595 16
3 596 4
3 597 10
3 598 2
3 599 5
3 600 19
3 602 13
3 603 4
3 607 7
3 608 14
3 609 6
3 610 4
3 611 2
3 614 2
3 615 20
3 618 15
3 619 12
3 620 12
3 621 13
3 623 7
3 624 14
3 629 5
3 631 20
3 632 15
3 633 2
3 635 17
3 638 7
3 639 8
3 640 10
3 642 3
3 643 14
3 645 9
3 648 9
3 650 4
3 653 5
3 654 1
3 657 11
3 661 14
3 662 6
3 664 19
3 669 12
3 670 15
3 671 16
3 672 11
3 677 15
3 678 5
3 683 10
3 685 10
3 689 12
3 690 6
3 691 16
3 693 6
3 694 19
3 697 1
3 699 20
3 700 2
3 702 11
3 704 15
3 708 1
3 715 6
3 716 16
3 717 14
3 723 1
3 730 6
3 731 19
3 733 14
3 734 18
3 735 10
3 736 7
3 738 13
3 739 7
3 741 4
3 744 19
3 745 2
3 748 2
3 750 1
3 753 11
3 755 17
3 758 5
3 759 3
3 761 2
3 762 15
3 764 9
3 765 13
3 772 10
3 773 6
3 776 11
3 778 20
3 779 17
3 780 15
3 785 12
3 786 9
3 787 2
3 788 10
3 789 13
3 790 10
3 793 8
3 794 17
3 795 7
3 796 13
3 797 3
3 801 9
3 802 19
3 804 2
3 807 19
3 809 9
3 810 4
3 813 5
3 815 6
3 816 14
3 817 16
3 819 8
3 820 15
3 821 12
3 823 10
3 824 2
3 827 19
3 828 18
3 829 4
3 832 7
3 834 4
3 838 19
3 839 12
3 841 15
3 843 3
3 845 4
3 846 12
3 847 5
3 848 11
3 849 9
3 850 4
3 852 6
3 854 7
3 856 7
3 857 18
3 859 1
3 862 20
3 863 15
3 865 1
3 869 1
3 870 7
3 871 10
3 873 4
3 875 4
3 876 19
3 880 4
3 881 10
3 884 3
3 885 1
3 886 20
3 887 17
3 888 3
3 889 9
3 891 7
3 892 9
3 893 6
3 896 20
3 898 2
3 900 14
3 901 3
3 902 11
3 906 7
3 907 10
3 910 15
3 911 10
3 912 14
3 913 11
3 914 13
3 917 9
3 918 1
3 919 15
3 921 4
3 925 18
3 926 1
3 928 15
3 929 1
3 936 7
3 940 20
3 943 7
3 945 7
3 946 8
3 947 19
3 948 15
3 950 3
3 951 14
3 952 10
3 957 4
3 958 9
3 961 19
3 963 17
3 968 11
3 970 18
3 971 12
3 973 13
3 976 12
3 977 20
3 979 9
3 980 2
3 981 9
3 982 11
3 983 5
3 990 11
3 993 5
3 995 20
3 996 7
3 998 4
4 5 3
4 7 11
4 8 15
4 10 17
4 11 11
4 13 12
4 15 18
4 19 17
4 20 19
4 25 18
4 29 2
4 30 19
4 32 17
4 35 16
4 36 15
4 37 14
4 38 9
4 39 13
4 42 8
4 43 12
4 45 9
4 48 1
4 50 16
4 52 20
4 53 18
4 54 8
4 56 18
4 57 13
4 58 12
4 60 19
4 61 4
4 64 9
4 65 2
4 74 6
4 76 4
4 77 14
4 78 7
4 79 12
4 80 5
4 81 4
4 83 14
4 88 19
4 89 14
4 90 11
4 93 20
4 94 4
4 96 13
4 99 4
4 105 15
4 109 18
4 110 18
4 111 15
4 117 17
4 118 11
4 119 18
4 120 8
4 121 10
4 123 18
4 125 2
4 127 3
4 129 14
4 130 18
4 133 17
4 135 6
4 136 1
4 138 1
4 139 2
4 140 3
4 143 8
4 144 17
4 146 12
4 147 6
4 148 8
4 151 6
4 152 20
4 153 2
4 154 9
4 156 20
4 158 2
4 159 4
4 160 8
4 163 18
4 164 18
4 172 16
4 173 7
4 175 20
4 176 19
4 178 4
4 179 20
4 182 12
4 183 8
4 184 15
4 186 17
4 187 14
4 193 2
4 194 16
4 195 9
4 196 5
4 198 4
4 199 3
4 200 19
4 204 20
4 207 13
4 208 8
4 210 13
4 211 8
4 213 4
4 216 3
4 223 14
4 226 20
4 228 8
4 230 9
4 234 7
4 235 8
4 237 12
4 238 20
4 239 1
4 242 10
4 245 15
4 249 3
4 256 3
4 260 11
4 261 4
4 263 13
4 264 15
4 265 7
4 268 18
4 269 18
4 270 15
4 271 1
4 275 15
4 276 1
4 278 12
4 279 12
4 280 1
4 283 13
4 286 1
4 287 17
4 289 1
4 290 13
4 293 3
4 294 13
4 298 14
4 299 4
4 300 9
4 301 5
4 302 6
4 303 9
4 307 12
4 309 7
4 311 1
4 314 12
4 317 3
4 319 6
4 320 5
4 322 9
4 325 19
4 328 20
4 329 17
4 332 13
4 333 19
4 334 10
4 335 5
4 336 19
4 337 3
4 339 9
4 341 7
4 343 7
4 344 10
4 345 8
4 346 8
4 347 7
4 348 6
4 350 4
4 357 14
4 358 10
4 363 9
4 364 17
4 365 5
4 367 13
4 368 16
4 369 9
4 370 13
4 374 17
4 375 6
4 376 8
4 379 17
4 381 3
4 383 20
4 384 10
4 385 6
4 386 4
4 388 3
4 391 9
4 392 8
4 399 12
4 400 15
4 401 3
4 404 19
4 407 9
4 410 6
4 411 10
4 412 1
4 413 1
4 414 2
4 415 13
4 416 9
4 419 6
4 421 15
4 425 5
4 426 18
4 428 2
4 431 11
4 432 5
4 434 11
4 436 20
4 437 4
4 439 16
4 441 7
4 443 16
4 445 18
4 450 3
4 451 9
4 452 4
4 453 20
4 455 8
4 456 13
4 457 17
4 459 14
4 461 9
4 462 16
4 464 1
4 468 7
4 469 4
4 470 3
4 471 3
4 472 20
4 474 11
4 475 13
4 482 12
4 484 12
4 485 7
4 487 7
4 490 1
4 492 8
4 494 18
4 495 7
4 501 12
4 502 8
4 504 3
4 508 2
4 510 13
4 512 16
4 513 15
4 514 9
4 521 18
4 528 14
4 530 15
4 532 10
4 535 1
4 536 2
4 538 8
4 539 9
4 542 18
4 543 8
4 546 11
4 547 8
4 549 8
4 551 9
4 554 4
4 556 4
4 557 10
4 558 4
4 559 9
4 560 14
4 561 3
4 563 7
4 566 2
4 568 16
4 569 16
4 574 4
4 582 11
4 583 15
4 584 12
4 585 13
4 586 3
4 587 14
4 588 9
4 590 11
4 596 8
4 599 9
4 600 16
4 603 7
4 607 18
4 608 14
4 611 13
4 615 15
4 616 19
4 617 5
4 624 16
4 626 11
4 627 4
4 629 19
4 630 2
4 634 3
4 635 14
4 636 1
4 638 20
4 640 6
4 641 5
4 642 20
4 643 13
4 645 18
4 646 1
4 648 16
4 650 16
4 651 19
4 652 2
4 660 4
4 665 15
4 671 9
4 672 12
4 673 18
4 676 20
4 679 7
4 680 14
4 681 10
4 682 10
4 683 15
4 684 6
4 688 17
4 689 4
4 690 12
4 691 18
4 692 15
4 693 5
4 694 16
4 696 16
4 698 3
4 699 4
4 702 20
4 703 3
4 704 10
4 706 10
