50 612
10 35 9
10 37 4
10 38 14
10 39 15
10 42 19
10 48 13
11 12 3
11 13 6
11 14 15
11 18 6
11 19 2
11 23 16
11 27 2
11 31 13
11 34 13
11 37 12
11 38 10
11 39 7
11 40 12
11 41 3
11 42 13
11 43 2
11 44 20
11 49 11
12 13 14
12 18 12
12 19 6
12 20 4
12 21 2
12 22 19
12 23 4
12 25 20
12 26 4
12 27 5
12 28 12
12 30 17
12 32 17
12 34 12
12 35 10
12 36 15
12 37 3
12 43 2
12 44 7
12 45 6
12 46 20
13 16 5
13 18 18
13 19 10
13 20 3
13 25 3
13 28 19
13 30 17
13 32 14
13 33 17
13 37 15
13 39 8
13 42 18
13 44 19
13 46 19
13 48 4
13 49 17
14 15 15
14 17 9
14 19 5
14 20 19
14 22 9
14 25 15
14 26 19
14 29 13
14 30 18
14 32 1
14 33 16
14 34 20
14 37 6
14 39 17
14 41 3
14 44 17
14 45 16
14 46 11
15 16 5
15 17 6
15 18 14
15 19 18
15 21 8
15 22 14
15 25 7
15 26 3
15 27 2
15 28 10
15 32 18
15 33 5
15 37 4
15 38 3
15 46 17
16 17 2
16 18 20
16 21 5
16 22 15
16 24 2
16 28 15
16 29 1
16 33 19
16 36 20
16 41 8
16 42 18
16 45 4
16 46 4
16 49 4
17 18 10
17 20 4
17 21 19
17 22 13
17 23 9
17 24 9
17 27 17
17 29 3
17 32 7
17 34 14
17 35 8
17 37 20
17 41 11
17 42 9
17 43 13
17 44 15
17 45 8
17 47 12
17 48 16
17 49 4
18 21 5
18 24 17
18 26 10
18 30 3
18 31 7
18 33 9
18 42 15
18 44 17
18 46 3
18 47 3
18 49 7
19 20 3
19 21 4
19 22 15
19 25 3
19 27 4
19 30 15
19 33 3
19 34 15
19 42 7
19 43 15
19 44 15
19 45 7
19 47 5
19 48 1
19 49 20
20 22 7
20 23 4
20 24 20
20 25 10
20 27 16
20 31 4
20 35 20
20 37 19
20 38 14
20 40 1
20 42 2
20 43 16
20 45 13
20 46 18
20 48 12
20 49 1
21 26 16
21 29 5
21 34 2
21 36 10
21 37 10
21 39 13
21 40 7
21 41 3
21 42 15
21 44 18
21 49 3
22 23 14
22 24 9
22 29 5
22 30 12
22 32 20
22 34 6
22 37 10
22 38 8
22 39 14
22 40 20
22 42 12
22 44 13
22 45 17
22 48 5
23 26 2
23 27 12
23 29 17
23 30 8
23 34 20
23 37 14
23 43 6
23 46 16
23 47 2
24 25 8
24 26 7
24 28 13
24 32 10
24 34 13
24 36 6
24 37 9
24 38 3
24 39 14
24 40 6
24 47 14
24 48 2
25 26 8
25 32 11
25 34 10
25 35 20
25 38 1
25 40 16
25 41 9
25 44 9
25 45 1
25 46 19
25 47 8
25 49 9
26 31 11
26 32 9
26 33 20
26 34 11
26 35 11
26 37 9
26 39 17
26 40 13
26 42 16
26 44 11
26 47 11
26 49 19
27 30 20
27 31 1
27 32 5
27 33 15
27 34 16
27 35 15
27 40 11
27 41 15
28 30 3
28 34 1
28 35 17
28 37 17
28 38 15
28 39 20
28 40 4
28 41 8
28 42 15
28 43 18
28 45 13
28 47 1
28 48 11
28 49 4
29 30 14
29 31 16
29 36 1
29 43 20
29 44 10
29 46 1
29 48 17
30 31 12
30 33 3
30 34 9
30 36 10
30 38 15
30 41 2
30 42 16
30 44 2
30 45 4
30 46 5
30 47 10
31 33 17
31 37 5
31 42 7
31 43 13
31 45 16
31 46 9
31 47 15
32 33 9
32 34 4
32 36 4
32 38 8
32 41 10
32 42 4
32 43 2
32 47 2
32 48 12
33 34 1
33 35 17
33 39 5
33 42 6
33 44 17
33 48 12
34 38 12
34 39 4
34 40 16
34 42 11
34 43 19
34 44 6
34 46 17
34 49 17
35 36 16
35 38 1
35 39 19
35 40 3
35 41 3
35 42 11
35 43 14
35 46 9
35 47 2
35 48 5
36 37 7
36 38 6
36 40 5
36 41 14
36 42 4
36 43 2
36 45 18
36 49 3
37 39 19
37 40 17
37 41 6
37 43 14
37 47 8
37 48 7
38 39 17
38 44 8
38 46 18
38 48 4
38 49 12
39 41 11
39 42 8
39 44 12
39 46 8
39 47 14
39 48 19
39 49 16
40 46 2
40 47 15
40 48 18
40 49 18
41 42 5
41 43 13
41 45 2
41 46 13
41 48 20
41 49 3
42 44 6
42 46 17
42 47 2
42 49 13
43 44 6
43 45 12
43 48 15
43 49 12
44 45 12
44 47 19
44 48 20
45 46 14
45 47 18
45 48 16
46 49 10
