500 62398
1 69 19
1 70 4
1 71 2
1 74 9
1 76 2
1 77 17
1 79 20
1 81 5
1 84 16
1 86 12
1 87 19
1 89 11
1 97 4
1 99 16
1 100 15
1 101 9
1 103 20
1 105 9
1 106 10
1 107 5
1 110 1
1 112 3
1 115 17
1 118 11
1 120 19
1 122 4
1 127 16
1 132 6
1 133 4
1 134 17
1 141 9
1 144 8
1 145 9
1 149 5
1 153 18
1 156 5
1 157 7
1 158 4
1 160 20
1 161 11
1 163 20
1 164 2
1 166 18
1 171 5
1 172 18
1 173 2
1 175 2
1 178 7
1 180 13
1 182 9
1 186 13
1 188 19
1 189 13
1 191 7
1 193 8
1 195 20
1 196 2
1 197 19
1 199 20
1 200 19
1 201 7
1 203 2
1 205 12
1 206 1
1 208 8
1 209 3
1 210 18
1 212 19
1 213 20
1 215 1
1 216 17
1 217 10
1 221 6
1 222 12
1 223 6
1 228 20
1 229 5
1 230 8
1 232 14
1 235 13
1 238 20
1 243 4
1 245 4
1 247 10
1 248 8
1 249 5
1 252 10
1 253 11
1 255 18
1 256 12
1 258 8
1 261 19
1 262 11
1 266 6
1 268 2
1 270 3
1 271 7
1 272 6
1 273 17
1 274 20
1 275 8
1 278 18
1 279 19
1 280 5
1 281 18
1 282 10
1 285 20
1 286 7
1 287 13
1 288 16
1 289 14
1 290 8
1 295 18
1 296 3
1 298 18
1 300 19
1 301 11
1 303 19
1 305 4
1 309 12
1 312 19
1 315 15
1 317 4
1 318 20
1 319 10
1 323 1
1 324 3
1 325 20
1 326 12
1 327 14
1 328 3
1 329 8
1 330 15
1 334 16
1 335 13
1 337 16
1 338 11
1 339 11
1 341 3
1 344 16
1 347 1
1 348 1
1 351 6
1 353 6
1 355 16
1 357 7
1 358 15
1 368 3
1 371 11
1 373 12
1 374 11
1 377 10
1 378 19
1 381 10
1 382 3
1 384 19
1 390 2
1 392 18
1 395 17
1 396 3
1 397 5
1 399 4
1 400 4
1 408 13
1 409 15
1 410 13
1 412 12
1 415 2
1 417 15
1 418 8
1 419 1
1 420 20
1 422 6
1 424 9
1 425 17
1 426 12
1 427 6
1 437 16
1 438 20
1 439 20
1 444 5
1 445 2
1 446 8
1 447 17
1 451 3
1 452 5
1 458 3
1 459 17
1 461 1
1 464 4
1 465 11
1 469 2
1 470 19
1 471 17
1 474 2
1 475 3
1 479 17
1 480 12
1 482 11
1 484 7
1 486 5
1 487 4
1 488 10
1 490 18
1 491 1
1 492 17
1 494 9
1 496 12
1 497 18
1 498 18
1 499 17
2 3 17
2 12 16
2 16 16
2 18 13
2 19 16
2 20 6
2 21 7
2 22 5
2 23 8
2 25 13
2 27 2
2 28 8
2 29 11
2 30 8
2 31 6
2 34 6
2 41 12
2 42 18
2 43 12
2 47 8
2 48 18
2 50 5
2 52 1
2 53 16
2 57 17
2 61 6
2 64 19
2 65 17
2 68 6
2 71 20
2 72 8
2 73 3
2 76 15
2 77 17
2 78 1
2 80 11
2 81 11
2 83 14
2 86 8
2 90 9
2 94 15
2 95 15
2 96 13
2 98 8
2 99 12
2 100 4
2 106 20
2 109 19
2 111 2
2 114 7
2 115 14
2 116 11
2 118 2
2 120 14
2 121 12
2 123 2
2 124 16
2 125 8
2 126 16
2 127 15
2 130 2
2 141 18
2 144 10
2 145 4
2 147 1
2 148 19
2 150 11
2 152 14
2 153 14
2 157 17
2 159 11
2 161 5
2 162 15
2 164 6
2 166 14
2 168 1
2 169 13
2 171 1
2 172 1
2 175 20
2 176 15
2 180 11
2 181 2
2 183 5
2 185 13
2 186 12
2 190 18
2 192 19
2 193 8
2 194 18
2 196 10
2 197 10
2 198 14
2 199 5
2 200 15
2 203 1
2 204 10
2 205 7
2 206 9
2 208 12
2 210 19
2 212 10
2 216 3
2 217 19
2 219 11
2 221 18
2 225 8
2 226 6
2 228 19
2 230 13
2 231 3
2 233 2
2 234 11
2 236 4
2 239 16
2 241 15
2 242 19
2 247 7
2 249 14
2 250 6
2 251 17
2 253 15
2 258 5
2 259 14
2 264 11
2 267 17
2 268 3
2 270 9
2 272 18
2 274 5
2 279 10
2 281 13
2 282 9
2 284 13
2 287 11
2 289 16
2 290 1
2 293 6
2 294 1
2 299 18
2 301 17
2 302 12
2 303 7
2 304 17
2 305 20
2 306 9
2 308 12
2 310 11
2 311 11
2 312 9
2 314 1
2 315 19
2 316 4
2 319 6
2 321 3
2 323 11
2 324 2
2 325 10
2 327 6
2 328 16
2 329 9
2 332 16
2 337 1
2 339 15
2 342 2
2 343 8
2 345 8
2 347 14
2 348 1
2 349 14
2 352 11
2 353 14
2 354 16
2 355 17
2 356 9
2 358 19
2 359 8
2 363 2
2 364 14
2 365 18
2 367 7
2 368 6
2 369 18
2 371 20
2 372 4
2 374 19
2 377 6
2 379 15
2 381 14
2 383 2
2 384 10
2 385 3
2 386 11
2 390 19
2 393 1
2 394 19
2 397 3
2 398 2
2 399 6
2 402 15
2 404 16
2 405 13
2 407 11
2 409 8
2 414 14
2 415 10
2 418 3
2 419 6
2 420 3
2 421 11
2 423 14
2 424 3
2 425 15
2 426 9
2 427 5
2 428 10
2 430 14
2 431 19
2 432 8
2 435 10
2 437 16
2 438 5
2 439 9
2 440 20
2 443 14
2 444 5
2 445 16
2 446 5
2 447 6
2 450 14
2 451 7
2 452 10
2 453 5
2 456 9
2 457 17
2 459 13
2 463 10
2 466 6
2 467 2
2 470 12
2 471 17
2 472 2
2 475 4
2 478 9
2 479 14
2 481 4
2 483 15
2 485 11
2 491 1
2 493 6
2 497 11
2 498 17
3 6 17
3 9 16
3 10 17
3 13 8
3 16 8
3 17 13
3 24 5
3 26 20
3 28 7
3 30 10
3 33 10
3 38 13
3 39 9
3 41 13
3 42 14
3 45 19
3 46 19
3 48 9
3 49 8
3 50 11
3 53 2
3 54 16
3 60 1
3 63 17
3 64 15
3 65 17
3 66 16
3 68 1
3 69 1
3 70 8
3 72 1
3 73 6
3 75 6
3 77 16
3 79 4
3 80 9
3 83 20
3 84 18
3 86 18
3 92 10
3 93 15
3 95 14
3 96 16
3 98 4
3 99 15
3 101 1
3 102 7
3 103 8
3 106 8
3 108 3
3 109 8
3 110 10
3 111 7
3 114 1
3 115 18
3 117 17
3 118 11
3 119 20
3 120 10
3 121 7
3 122 1
3 125 3
3 127 12
3 129 10
3 130 5
3 131 4
3 132 2
3 133 13
3 134 2
3 135 19
3 137 11
3 138 8
3 145 6
3 146 11
3 147 1
3 152 19
3 154 11
3 156 4
3 162 5
3 163 1
3 164 20
3 165 4
3 168 16
3 169 12
3 170 16
3 172 1
3 173 15
3 174 3
3 175 3
3 176 4
3 177 16
3 179 7
3 180 19
3 181 17
3 182 15
3 183 16
3 184 8
3 194 12
3 195 2
3 196 10
3 198 8
3 200 8
3 201 19
3 206 12
3 208 16
3 211 5
3 212 5
3 213 18
3 214 9
3 215 16
3 217 12
3 222 19
3 223 12
3 226 10
3 230 20
3 231 3
3 232 2
3 233 19
3 235 15
3 238 17
3 239 2
3 242 1
3 243 20
3 247 16
3 248 20
3 255 9
3 256 18
3 258 5
3 259 18
3 262 15
3 268 2
3 269 19
3 270 8
3 272 7
3 273 14
3 275 18
3 276 10
3 277 4
3 278 12
3 281 5
3 282 10
3 285 16
3 286 11
3 287 18
3 288 4
3 292 8
3 293 3
3 294 2
3 297 11
3 298 4
3 300 12
3 301 11
3 303 17
3 307 16
3 311 15
3 313 17
3 314 12
3 315 20
3 316 3
3 317 8
3 320 16
3 321 16
3 323 5
3 326 19
3 327 1
3 329 15
3 331 6
3 333 9
3 338 12
3 339 9
3 340 8
3 342 5
3 343 1
3 344 6
3 348 17
3 350 14
3 351 11
3 353 12
3 355 11
3 359 14
3 362 4
3 363 8
3 365 9
3 366 7
3 367 7
3 368 16
3 370 8
3 374 14
3 375 8
3 380 1
3 385 6
3 386 3
3 387 9
3 388 4
3 389 7
3 391 11
3 392 8
3 394 17
3 395 16
3 396 20
3 397 19
3 399 15
3 400 2
3 402 11
3 403 8
3 405 4
3 409 3
3 415 15
3 416 3
3 418 20
3 420 2
3 422 20
3 423 8
3 425 4
3 428 4
3 431 2
3 434 10
3 435 6
3 436 14
3 438 19
3 439 13
3 440 12
3 441 15
3 443 18
3 444 19
3 445 17
3 446 10
3 447 10
3 448 13
3 451 2
3 456 13
3 457 7
3 458 2
3 460 9
3 462 18
3 465 9
3 466 12
3 469 2
3 470 19
3 473 7
3 474 18
3 475 1
3 478 19
3 482 15
3 488 10
3 489 17
3 490 6
3 493 5
3 494 16
3 495 1
3 496 13
3 497 13
3 498 17
3 499 10
4 5 5
4 6 11
4 7 14
4 10 18
4 13 1
4 14 5
4 15 5
4 16 2
4 17 8
4 18 16
4 22 1
4 23 7
4 24 7
4 28 1
4 29 11
4 30 20
4 33 6
4 36 16
4 37 14
4 38 3
4 39 9
4 42 20
4 48 6
4 49 9
4 50 13
4 53 17
4 54 10
4 55 20
4 56 19
4 60 7
4 64 16
4 66 7
4 67 20
4 68 8
4 69 1
4 72 14
4 75 15
4 76 7
4 77 20
4 79 7
4 80 14
4 82 14
4 83 11
4 89 16
4 90 19
4 93 10
4 98 19
4 99 10
4 100 6
4 101 7
4 102 20
4 103 6
4 105 11
4 107 2
4 109 19
4 111 7
4 112 15
4 113 2
4 114 8
4 116 8
4 122 1
4 123 16
4 124 1
4 125 3
4 126 16
4 127 11
4 129 15
4 133 13
4 137 5
4 140 6
4 143 15
4 145 16
4 147 16
4 149 12
4 150 14
4 151 12
4 153 5
4 155 6
4 157 8
4 158 20
4 159 17
4 160 14
4 161 11
4 162 12
4 166 4
4 169 17
4 170 1
4 171 11
4 172 8
4 173 6
4 174 2
4 175 13
4 178 7
4 179 2
4 180 14
4 182 7
4 183 12
4 184 16
4 187 5
4 188 17
4 192 9
4 193 19
4 195 12
4 197 16
4 202 5
4 203 1
4 204 3
4 206 13
4 207 1
4 210 8
4 211 14
4 212 4
4 214 18
4 215 12
4 217 9
4 221 13
4 222 13
4 223 18
4 224 20
4 225 14
4 226 3
4 228 4
4 233 8
4 235 5
4 236 12
4 237 2
4 240 11
4 242 17
4 244 19
4 248 17
4 249 12
4 250 18
4 251 5
4 253 5
4 255 13
4 256 12
4 257 4
4 258 20
4 259 15
4 260 10
4 264 9
4 265 16
4 266 9
4 269 16
4 270 15
4 271 3
4 272 2
4 274 20
4 275 11
4 278 13
4 279 18
4 281 10
4 283 17
4 284 1
4 285 15
4 288 3
4 289 9
4 291 8
4 292 14
4 293 2
4 294 16
4 295 4
4 297 7
4 301 3
4 302 6
4 303 20
4 304 3
4 309 9
4 312 9
4 315 7
4 316 15
4 318 14
4 320 15
4 322 12
4 323 7
4 325 20
4 326 9
4 327 7
4 329 6
4 332 2
4 334 7
4 335 14
4 336 2
4 339 18
4 340 20
4 341 17
4 343 6
4 345 5
4 347 14
4 348 11
4 350 16
4 351 20
4 352 17
4 356 9
4 358 12
4 361 2
4 366 13
4 368 10
4 369 18
4 370 12
4 372 7
4 376 8
4 377 20
4 378 1
4 381 7
4 382 5
4 383 9
4 384 3
4 385 8
4 387 19
4 389 19
4 390 9
4 393 12
4 394 11
4 395 15
4 397 19
4 399 6
4 400 12
4 407 20
4 410 4
4 411 5
4 412 13
4 414 15
4 415 11
4 418 8
4 419 13
4 420 18
4 421 13
4 422 7
4 425 17
4 429 2
4 430 17
4 431 8
4 432 1
4 433 5
4 435 1
4 436 18
4 437 11
4 440 14
4 441 4
4 445 15
4 448 18
4 449 5
4 452 10
4 453 4
4 454 18
4 455 15
4 458 7
4 467 4
4 470 16
4 471 14
4 474 1
4 479 17
4 481 10
4 482 13
4 483 18
4 484 11
4 488 1
4 491 1
4 493 6
4 494 6
4 495 17
4 497 10
4 498 14
5 9 9
5 11 20
5 12 11
5 16 4
5 18 19
5 20 17
5 21 14
5 22 4
5 23 8
5 24 8
5 27 4
5 28 11
5 30 2
5 32 20
5 33 20
5 34 10
5 36 17
5 38 1
5 41 7
5 42 11
5 43 14
5 44 15
5 45 15
5 50 12
5 55 3
5 56 2
5 57 3
5 58 12
5 59 11
5 60 8
5 61 16
5 62 15
5 63 20
5 67 16
5 74 19
5 76 3
5 77 19
5 78 6
5 79 5
5 80 5
5 86 14
5 87 12
5 90 10
5 102 19
5 103 10
5 104 20
5 108 14
5 109 4
5 110 4
5 112 11
5 113 6
5 115 11
5 116 5
5 122 15
5 126 7
5 128 11
5 129 19
5 134 7
5 135 7
5 137 12
5 138 15
5 140 2
5 142 6
5 143 18
5 144 19
5 145 15
5 147 14
5 148 19
5 149 13
5 150 8
5 152 13
5 154 5
5 155 16
5 157 13
5 158 4
5 162 1
5 163 16
5 165 12
5 167 7
5 168 13
5 171 2
5 173 5
5 175 19
5 177 13
5 179 12
5 184 9
5 187 11
5 189 19
5 192 6
5 201 1
5 203 19
5 205 1
5 206 19
5 207 4
5 209 5
5 210 18
5 215 4
5 220 10
5 221 18
5 223 5
5 224 11
5 229 10
5 230 1
5 232 18
5 233 2
5 235 14
5 236 10
5 237 14
5 239 14
5 242 7
5 243 10
5 245 17
5 246 5
5 248 8
5 249 5
5 253 4
5 254 18
5 256 2
5 258 7
5 260 6
5 262 14
5 265 17
5 266 4
5 268 20
5 272 2
5 273 4
5 274 10
5 275 6
5 276 3
5 277 20
5 280 2
5 282 15
5 285 11
5 286 3
5 287 18
5 288 6
5 290 20
5 291 12
5 292 20
5 293 15
5 295 9
5 296 17
5 299 16
5 300 15
5 305 17
5 306 16
5 307 6
5 308 16
5 310 17
5 311 1
5 315 13
5 316 5
5 317 3
5 318 5
5 320 18
5 322 19
5 323 17
5 325 16
5 327 16
5 328 15
5 330 4
5 331 4
5 332 1
5 336 15
5 337 18
5 339 1
5 340 5
5 341 16
5 345 6
5 347 11
5 348 18
5 349 13
5 354 2
5 355 14
5 361 7
5 365 19
5 366 20
5 367 12
5 369 1
5 372 20
5 373 20
5 374 16
5 375 9
5 376 19
5 380 17
5 381 11
5 382 11
5 385 20
5 386 16
5 389 16
5 390 11
5 391 9
5 394 13
5 395 9
5 396 4
5 398 19
5 400 12
5 405 1
5 406 15
5 407 17
5 409 15
5 410 15
5 417 15
5 422 18
5 423 19
5 425 18
5 427 10
5 428 8
5 430 3
5 431 1
5 432 13
5 437 20
5 438 16
5 441 14
5 446 13
5 447 2
5 450 13
5 451 3
5 452 7
5 453 19
5 454 6
5 455 15
5 457 1
5 458 1
5 465 16
5 466 19
5 470 17
5 474 2
5 476 7
5 477 16
5 479 12
5 487 19
5 489 10
5 490 5
5 492 10
5 497 4
5 498 5
6 7 1
6 8 7
6 9 7
6 10 16
6 12 17
6 14 8
6 16 8
6 17 7
6 19 6
6 20 12
6 21 2
6 22 4
6 27 13
6 28 17
6 29 17
6 30 13
6 31 15
6 37 5
6 39 14
6 41 10
6 45 10
6 46 1
6 48 5
6 50 7
6 52 13
6 56 12
6 58 15
6 61 7
6 62 8
6 63 19
6 64 19
6 66 2
6 67 5
6 68 6
6 71 18
6 73 1
6 74 16
6 79 17
6 80 20
6 84 2
6 85 11
6 86 15
6 87 2
6 94 18
6 95 3
6 96 4
6 97 5
6 100 11
6 101 7
6 102 9
6 103 6
6 104 5
6 112 12
6 113 9
6 114 6
6 115 15
6 117 2
6 119 10
6 121 14
6 122 5
6 126 5
6 127 5
6 128 17
6 130 14
6 133 8
6 134 19
6 138 20
6 141 20
6 142 15
6 145 1
6 148 10
6 149 5
6 151 5
6 152 16
6 156 20
6 158 3
6 160 13
6 163 2
6 165 6
6 169 17
6 171 6
6 172 16
6 175 16
6 178 6
6 179 15
6 181 17
6 183 2
6 184 1
6 188 17
6 192 15
6 193 12
6 194 5
6 195 20
6 196 3
6 200 10
6 203 3
6 205 11
6 207 17
6 208 4
6 212 9
6 213 8
6 215 4
6 219 20
6 223 15
6 224 18
6 225 13
6 226 16
6 228 15
6 230 7
6 231 7
6 232 11
6 233 9
6 234 14
6 236 18
6 237 12
6 238 17
6 240 6
6 242 3
6 243 3
6 245 4
6 246 3
6 247 19
6 250 19
6 251 2
6 253 18
6 256 10
6 257 7
6 260 19
6 262 11
6 264 17
6 265 6
6 266 16
6 267 8
6 268 16
6 270 16
6 271 5
6 272 10
6 276 12
6 278 13
6 279 4
6 281 14
6 286 1
6 290 11
6 295 16
6 301 14
6 302 20
6 304 11
6 305 6
6 311 20
6 312 14
6 313 16
6 314 14
6 316 2
6 318 17
6 319 16
6 320 15
6 321 8
6 324 11
6 325 11
6 328 10
6 329 10
6 330 20
6 333 14
6 336 8
6 338 18
6 343 5
6 347 7
6 348 4
6 349 13
6 351 9
6 352 4
6 353 14
6 354 4
6 355 3
6 359 3
6 360 14
6 363 7
6 365 15
6 366 10
6 367 12
6 368 7
6 371 9
6 372 2
6 373 14
6 377 7
6 379 18
6 382 14
6 384 17
6 389 12
6 390 9
6 391 12
6 392 7
6 393 3
6 394 11
6 396 3
6 397 1
6 398 18
6 399 20
6 402 7
6 403 1
6 405 12
6 409 10
6 411 9
6 412 2
6 414 5
6 419 14
6 420 13
6 421 7
6 424 18
6 425 8
6 426 13
6 427 11
6 428 4
6 431 11
6 436 16
6 439 18
6 440 10
6 441 15
6 442 11
6 443 19
6 445 8
6 446 2
6 447 19
6 449 17
6 451 18
6 452 20
6 453 11
6 457 13
6 458 18
6 459 15
6 460 13
6 463 10
6 466 17
6 467 16
6 468 7
6 470 17
6 471 15
6 476 19
6 477 17
6 478 16
6 480 11
6 482 12
6 488 20
6 489 9
6 491 1
6 492 10
6 494 13
6 498 8
7 8 15
7 10 7
7 11 3
7 12 10
7 14 11
7 15 6
7 17 17
7 18 5
7 20 9
7 21 20
7 22 7
7 25 4
7 27 19
7 28 5
7 33 14
7 34 12
7 36 16
7 38 13
7 41 4
7 42 6
7 43 18
7 44 10
7 46 19
7 47 17
7 49 3
7 53 17
7 55 20
7 57 6
7 58 18
7 59 13
7 62 2
7 65 20
7 66 16
7 68 20
7 70 13
7 71 6
7 72 15
7 74 5
7 75 1
7 76 3
7 79 12
7 83 14
7 86 13
7 87 18
7 88 2
7 89 2
7 92 5
7 95 7
7 99 11
7 100 19
7 101 17
7 102 14
7 103 15
7 104 19
7 105 5
7 107 15
7 108 4
7 111 3
7 113 7
7 114 15
7 116 2
7 117 9
7 118 14
7 119 7
7 123 12
7 124 17
7 127 4
7 128 11
7 130 11
7 131 10
7 133 16
7 134 14
7 135 15
7 137 18
7 139 10
7 142 13
7 143 4
7 144 17
7 145 8
7 146 4
7 147 9
7 148 17
7 149 19
7 150 11
7 151 17
7 154 1
7 155 8
7 156 18
7 157 20
7 158 17
7 159 9
7 161 20
7 163 11
7 164 12
7 167 16
7 168 11
7 169 17
7 171 17
7 172 18
7 173 17
7 174 8
7 175 12
7 176 13
7 177 11
7 179 6
7 180 15
7 183 15
7 188 11
7 197 4
7 198 3
7 200 9
7 201 6
7 203 17
7 205 11
7 208 11
7 210 3
7 212 20
7 220 20
7 221 14
7 222 16
7 223 10
7 226 9
7 228 1
7 230 17
7 232 10
7 236 10
7 237 18
7 242 18
7 243 9
7 247 7
7 250 14
7 255 6
7 256 8
7 260 5
7 261 15
7 262 5
7 263 12
7 264 18
7 265 20
7 266 8
7 267 16
7 268 12
7 270 10
7 271 7
7 275 15
7 276 3
7 277 1
7 282 19
7 283 4
7 285 13
7 286 12
7 295 4
7 298 2
7 299 10
7 301 19
7 302 1
7 306 11
7 311 13
7 312 11
7 316 16
7 318 3
7 323 4
7 324 2
7 326 10
7 330 6
7 331 9
7 334 10
7 336 1
7 338 4
7 340 10
7 344 4
7 345 20
7 348 13
7 349 19
7 350 3
7 351 10
7 353 11
7 354 1
7 359 14
7 361 6
7 362 17
7 363 6
7 365 18
7 367 18
7 368 13
7 369 3
7 370 2
7 371 12
7 373 17
7 374 6
7 378 9
7 379 14
7 380 1
7 381 12
7 382 5
7 384 15
7 387 17
7 389 14
7 390 20
7 393 11
7 395 8
7 398 2
7 399 3
7 401 1
7 404 8
7 406 7
7 407 10
7 408 18
7 413 7
7 418 8
7 419 15
7 421 5
7 422 20
7 425 1
7 426 10
7 427 16
7 430 16
7 435 1
7 436 6
7 437 14
7 438 17
7 439 1
7 440 9
7 441 2
7 442 5
7 443 19
7 446 17
7 449 7
7 451 3
7 453 12
7 456 5
7 457 8
7 458 4
7 460 2
7 461 1
7 464 6
7 466 13
7 467 6
7 471 12
7 472 2
7 473 13
7 477 15
7 478 15
7 479 9
7 482 2
7 483 13
7 485 5
7 488 7
7 490 11
7 491 7
7 493 12
7 494 6
7 495 6
7 496 4
7 498 6
7 499 9
8 9 1
8 10 10
8 11 8
8 13 18
8 14 1
8 15 13
8 17 5
8 20 7
8 21 6
8 22 3
8 23 9
8 24 6
8 26 18
8 31 8
8 34 5
8 37 14
8 38 4
8 39 2
8 43 9
8 45 4
8 46 12
8 48 9
8 50 5
8 51 7
8 55 3
8 56 4
8 57 14
8 60 3
8 61 3
8 64 4
8 65 4
8 66 8
8 67 4
8 70 13
8 72 9
8 73 8
8 74 1
8 76 19
8 81 20
8 83 12
8 88 11
8 91 9
8 92 8
8 93 13
8 94 3
8 95 12
8 96 5
8 97 3
8 98 18
8 99 13
8 100 18
8 101 5
8 102 18
8 103 7
8 104 4
8 105 6
8 107 11
8 108 18
8 109 10
8 112 3
8 113 9
8 114 17
8 115 7
8 118 8
8 120 13
8 122 1
8 124 17
8 125 7
8 127 19
8 129 14
8 131 14
8 134 19
8 135 2
8 136 8
8 137 11
8 140 4
8 141 13
8 144 7
8 151 2
8 152 9
8 157 19
8 161 6
8 162 20
8 163 4
8 164 6
8 165 19
8 166 11
8 167 20
8 173 15
8 175 17
8 182 16
8 183 10
8 184 16
8 188 13
8 189 3
8 190 15
8 194 19
8 195 15
8 197 17
8 198 15
8 202 18
8 204 3
8 206 16
8 209 14
8 211 9
8 214 5
8 216 9
8 217 14
8 218 8
8 219 13
8 222 2
8 223 8
8 227 8
8 232 15
8 233 4
8 234 16
8 236 15
8 237 14
8 240 17
8 241 2
8 244 19
8 247 10
8 248 1
8 249 12
8 250 10
8 251 6
8 255 6
8 258 12
8 259 8
8 261 5
8 262 10
8 263 17
8 267 5
8 268 12
8 269 9
8 271 13
8 273 20
8 274 11
8 276 8
8 279 16
8 280 20
8 282 18
8 287 3
8 292 4
8 293 12
8 295 5
8 296 13
8 297 8
8 298 9
8 299 5
8 300 19
8 301 3
8 304 9
8 305 9
8 306 20
8 310 11
8 311 11
8 313 5
8 315 8
8 316 7
8 317 8
8 320 13
8 321 14
8 322 7
8 323 2
8 329 2
8 330 16
8 332 2
8 334 17
8 338 17
8 339 12
8 341 20
8 342 9
8 346 9
8 347 4
8 350 4
8 353 7
8 354 10
8 360 4
8 361 14
8 363 4
8 364 15
8 366 17
8 367 3
8 368 19
8 370 3
8 373 6
8 375 9
8 376 18
8 377 11
8 378 13
8 380 12
8 381 9
8 383 18
8 386 20
8 388 8
8 389 9
8 390 12
8 392 20
8 393 4
8 394 17
8 397 9
8 398 6
8 399 1
8 401 17
8 403 18
8 405 16
8 406 6
8 407 7
8 410 20
8 413 13
8 414 20
8 415 18
8 416 3
8 418 15
8 419 14
8 420 20
8 421 4
8 426 6
8 427 12
8 428 5
8 429 16
8 430 3
8 431 6
8 432 7
8 433 10
8 435 4
8 437 9
8 439 20
8 443 8
8 445 7
8 447 9
8 449 9
8 451 18
8 453 3
8 457 11
8 458 16
8 464 20
8 467 8
8 469 15
8 471 16
8 472 12
8 473 16
8 474 1
8 475 15
8 479 2
8 483 15
8 484 19
8 485 12
8 491 17
8 492 12
8 494 16
8 496 14
8 499 5
9 10 1
9 12 14
9 13 10
9 14 3
9 15 17
9 18 5
9 19 8
9 20 8
9 21 5
9 22 5
9 24 16
9 26 9
9 27 1
9 30 6
9 31 2
9 33 20
9 36 15
9 39 3
9 40 19
9 44 13
9 45 10
9 46 19
9 49 12
9 51 18
9 52 17
9 53 19
9 54 3
9 56 11
9 57 9
9 58 15
9 59 4
9 63 9
9 64 2
9 67 6
9 68 8
9 71 15
9 73 2
9 74 2
9 78 8
9 79 17
9 81 10
9 83 2
9 84 6
9 86 8
9 88 14
9 89 6
9 90 11
9 91 1
9 92 12
9 93 7
9 94 9
9 95 15
9 100 19
9 101 17
9 103 1
9 104 5
9 107 1
